generation,rank_1,rank_2,swapAccepted
1496000,1,4,0
1497000,2,3,0
1498000,1,4,0
1499000,1,2,1
1500000,2,3,0
1501000,3,4,0
1502000,2,4,0
1503000,1,4,0
1504000,2,3,0
1505000,2,3,0
1506000,1,3,0
1507000,1,3,0
1508000,1,3,0
1509000,1,4,0
1510000,2,4,0
1511000,3,4,1
1512000,1,3,0
1513000,1,2,0
1514000,3,4,1
1515000,1,2,0
1516000,1,3,0
1517000,2,3,0
1518000,1,4,0
1519000,2,3,0
1520000,1,2,0
1521000,2,3,0
1522000,1,3,0
1523000,2,4,0
1524000,1,2,0
1525000,1,2,1
1526000,3,4,1
1527000,2,3,0
1528000,1,4,0
1529000,1,4,0
1530000,3,4,1
1531000,2,4,0
1532000,1,3,0
1533000,1,3,0
1534000,1,4,0
1535000,2,3,1
1536000,1,4,0
1537000,1,2,0
1538000,1,3,1
1539000,1,4,0
1540000,1,4,0
1541000,1,4,0
1542000,1,4,0
1543000,2,4,0
1544000,1,4,0
1545000,3,4,0
1546000,2,4,0
1547000,2,3,1
1548000,3,4,0
1549000,1,4,0
1550000,3,4,0
1551000,1,3,0
1552000,2,4,0
1553000,1,2,0
1554000,1,4,0
1555000,1,3,0
1556000,2,4,0
1557000,2,4,0
1558000,2,3,0
1559000,1,2,1
1560000,1,3,0
1561000,2,3,1
1562000,1,4,0
1563000,1,3,1
1564000,1,4,0
1565000,1,2,0
1566000,1,2,0
1567000,3,4,0
1568000,1,3,0
1569000,1,2,0
1570000,3,4,0
1571000,2,3,1
1572000,3,4,0
1573000,2,3,1
1574000,2,3,1
1575000,2,4,0
1576000,1,3,0
1577000,2,3,0
1578000,1,2,1
1579000,1,2,1
1580000,1,3,0
1581000,2,3,1
1582000,2,4,0
1583000,1,2,0
1584000,1,2,0
1585000,3,4,1
1586000,1,3,0
1587000,2,4,0
1588000,1,2,1
1589000,2,4,0
1590000,1,4,0
1591000,3,4,1
1592000,2,4,0
1593000,3,4,0
1594000,1,2,1
1595000,1,4,0
1596000,1,4,0
1597000,2,3,1
1598000,2,4,0
1599000,2,3,1
1600000,2,4,0
1601000,2,3,0
1602000,3,4,0
1603000,1,2,1
1604000,3,4,1
1605000,1,2,1
1606000,1,3,0
1607000,1,4,0
1608000,2,4,0
1609000,1,3,0
1610000,1,3,0
1611000,1,2,1
1612000,3,4,0
1613000,2,4,0
1614000,1,2,0
1615000,1,2,0
1616000,2,3,0
1617000,1,2,0
1618000,1,4,0
1619000,1,4,0
1620000,2,4,0
1621000,2,4,0
1622000,2,4,0
1623000,2,3,0
1624000,1,2,1
1625000,1,3,0
1626000,3,4,0
1627000,1,4,0
1628000,1,3,0
1629000,3,4,0
1630000,1,4,0
1631000,1,3,0
1632000,1,3,0
1633000,1,2,1
1634000,1,2,1
1635000,1,4,0
1636000,2,3,0
1637000,2,3,0
1638000,3,4,0
1639000,3,4,1
1640000,2,3,0
1641000,3,4,1
1642000,1,2,1
1643000,3,4,0
1644000,1,4,0
1645000,1,3,0
1646000,1,4,0
1647000,1,4,0
1648000,2,3,0
1649000,1,3,0
1650000,1,3,0
1651000,2,4,0
1652000,1,2,0
1653000,3,4,0
1654000,2,3,0
1655000,3,4,0
1656000,1,3,0
1657000,1,4,0
1658000,2,3,0
1659000,1,4,0
1660000,1,2,0
1661000,1,2,1
1662000,1,3,0
1663000,1,4,0
1664000,3,4,0
1665000,3,4,1
1666000,1,2,1
1667000,1,3,0
1668000,1,3,0
1669000,3,4,0
1670000,3,4,0
1671000,2,3,0
1672000,3,4,0
1673000,1,2,1
1674000,2,4,0
1675000,1,4,0
1676000,2,4,0
1677000,3,4,0
1678000,1,3,0
1679000,2,3,0
1680000,2,4,0
1681000,1,3,0
1682000,1,4,0
1683000,2,4,0
1684000,3,4,1
1685000,1,4,0
1686000,1,4,0
1687000,1,2,1
1688000,3,4,1
1689000,2,3,0
1690000,1,3,0
1691000,1,3,0
1692000,3,4,0
1693000,2,4,0
1694000,1,2,0
1695000,2,3,0
1696000,1,2,0
1697000,3,4,0
1698000,2,3,0
1699000,2,3,0
1700000,3,4,0
1701000,2,3,0
1702000,2,3,0
1703000,3,4,0
1704000,3,4,0
1705000,3,4,0
1706000,1,2,1
1707000,2,3,0
1708000,2,3,1
1709000,2,4,1
1710000,1,4,0
1711000,1,4,0
1712000,1,2,0
1713000,1,3,0
1714000,1,2,1
1715000,1,3,1
1716000,1,3,1
1717000,1,4,0
1718000,1,4,0
1719000,1,3,1
1720000,2,3,0
1721000,3,4,1
1722000,1,4,0
1723000,2,3,0
1724000,3,4,0
1725000,3,4,1
1726000,2,4,0
1727000,3,4,0
1728000,2,3,0
1729000,3,4,0
1730000,2,3,1
1731000,1,3,0
1732000,2,4,0
1733000,3,4,0
1734000,2,4,0
1735000,2,3,1
1736000,1,4,0
1737000,2,4,0
1738000,1,4,0
1739000,3,4,0
1740000,2,4,0
1741000,1,3,0
1742000,2,3,1
1743000,3,4,0
1744000,3,4,0
1745000,2,4,0
1746000,1,2,0
1747000,2,3,1
1748000,1,4,0
1749000,1,3,0
1750000,2,3,0
1751000,2,3,0
1752000,3,4,0
1753000,2,3,0
1754000,1,2,0
1755000,1,4,0
1756000,3,4,0
1757000,2,3,0
1758000,2,4,0
1759000,1,4,0
1760000,1,3,0
1761000,1,4,0
1762000,1,4,0
1763000,1,2,1
1764000,2,4,0
1765000,1,4,0
1766000,1,3,0
1767000,1,4,0
1768000,1,4,0
1769000,1,4,0
1770000,1,3,1
1771000,2,4,0
1772000,1,4,0
1773000,1,3,1
1774000,2,4,0
1775000,1,4,0
1776000,2,4,0
1777000,1,4,0
1778000,2,3,0
1779000,1,4,0
1780000,3,4,0
1781000,1,4,0
1782000,1,2,1
1783000,2,3,0
1784000,1,2,0
1785000,2,4,0
1786000,1,3,0
1787000,1,4,0
1788000,1,4,0
1789000,1,3,0
1790000,2,4,0
1791000,1,3,0
1792000,2,3,1
1793000,3,4,0
1794000,1,4,0
1795000,3,4,0
1796000,2,4,0
1797000,1,4,0
1798000,1,4,0
1799000,2,3,0
1800000,1,4,0
1801000,1,3,0
1802000,3,4,1
1803000,1,3,0
1804000,1,4,0
1805000,1,3,0
1806000,1,3,0
1807000,2,4,0
1808000,2,3,0
1809000,1,3,0
1810000,2,4,0
1811000,1,2,1
1812000,3,4,0
1813000,2,4,0
1814000,1,3,0
1815000,3,4,1
1816000,1,2,1
1817000,3,4,1
1818000,1,2,1
1819000,2,3,0
1820000,2,3,0
1821000,2,3,0
1822000,2,4,0
1823000,2,3,1
1824000,1,2,0
1825000,2,4,0
1826000,1,2,0
1827000,2,3,1
1828000,2,3,0
1829000,1,3,0
1830000,2,4,0
1831000,1,3,0
1832000,1,3,1
1833000,1,3,0
1834000,2,4,0
1835000,1,4,0
1836000,2,4,0
1837000,2,3,1
1838000,1,2,1
1839000,2,4,0
1840000,3,4,0
1841000,2,4,0
1842000,2,4,0
1843000,1,4,0
1844000,2,3,1
1845000,3,4,0
1846000,1,2,0
1847000,2,3,0
1848000,2,3,1
1849000,3,4,0
1850000,1,3,0
1851000,1,4,0
1852000,1,4,0
1853000,2,4,0
1854000,1,2,1
1855000,1,2,1
1856000,2,3,0
1857000,1,2,1
1858000,1,4,0
1859000,2,4,0
1860000,1,2,0
1861000,3,4,0
1862000,1,2,1
1863000,3,4,0
1864000,1,4,0
1865000,2,4,0
1866000,1,4,0
1867000,3,4,0
1868000,3,4,0
1869000,2,3,1
1870000,1,4,0
1871000,2,4,0
1872000,2,3,1
1873000,1,2,1
1874000,1,3,1
1875000,1,2,0
1876000,1,3,1
1877000,1,2,0
1878000,1,4,0
1879000,1,3,1
1880000,1,4,0
1881000,1,2,0
1882000,2,3,1
1883000,2,4,0
1884000,1,4,0
1885000,1,4,0
1886000,1,4,0
1887000,3,4,1
1888000,2,4,0
1889000,1,4,0
1890000,1,4,0
1891000,1,3,0
1892000,3,4,0
1893000,1,4,0
1894000,2,4,0
1895000,1,2,0
1896000,1,2,0
1897000,1,3,0
1898000,1,4,0
1899000,1,4,0
1900000,1,3,0
1901000,1,2,0
1902000,3,4,0
1903000,2,3,1
1904000,2,4,0
1905000,2,3,1
1906000,2,3,0
1907000,3,4,0
1908000,3,4,0
1909000,2,4,0
1910000,1,3,0
1911000,3,4,0
1912000,1,2,0
1913000,2,4,0
1914000,1,2,1
1915000,2,3,1
1916000,2,3,1
1917000,1,2,0
1918000,1,4,0
1919000,1,2,0
1920000,1,3,1
1921000,3,4,0
1922000,1,3,1
1923000,3,4,0
1924000,1,2,1
1925000,3,4,0
1926000,2,4,0
1927000,2,3,1
1928000,2,3,1
1929000,3,4,0
1930000,3,4,0
1931000,3,4,0
1932000,1,2,1
1933000,3,4,1
1934000,1,4,0
1935000,2,3,0
1936000,1,4,0
1937000,1,4,0
1938000,2,3,0
1939000,1,2,1
1940000,1,4,0
1941000,1,2,1
1942000,1,2,1
1943000,3,4,1
1944000,3,4,1
1945000,1,4,0
1946000,2,3,0
1947000,2,3,0
1948000,2,3,0
1949000,2,4,0
1950000,3,4,0
1951000,3,4,0
1952000,1,2,0
1953000,1,3,0
1954000,2,4,0
1955000,1,4,0
1956000,3,4,0
1957000,3,4,0
1958000,2,4,0
1959000,2,3,0
1960000,3,4,0
1961000,1,2,1
1962000,3,4,0
1963000,2,3,0
1964000,2,4,0
1965000,1,3,0
1966000,1,3,0
1967000,1,3,0
1968000,3,4,0
1969000,2,4,0
1970000,2,4,0
1971000,1,2,1
1972000,2,3,0
1973000,1,4,0
1974000,1,3,0
1975000,2,4,0
1976000,2,3,0
1977000,2,3,0
1978000,1,3,0
1979000,2,3,1
1980000,1,4,0
1981000,1,2,0
1982000,2,4,0
1983000,1,2,0
1984000,3,4,0
1985000,2,4,0
1986000,1,4,0
1987000,1,3,0
1988000,2,3,1
1989000,1,3,0
1990000,1,4,0
1991000,1,2,1
1992000,2,4,0
1993000,1,3,0
1994000,1,3,0
1995000,2,4,0
1996000,2,4,0
1997000,1,3,0
1998000,1,4,0
1999000,2,3,0
2000000,1,4,0
2001000,2,3,1
2002000,1,2,0
2003000,3,4,0
2004000,1,4,0
2005000,1,4,0
2006000,1,3,0
2007000,2,3,1
2008000,1,2,0
2009000,1,4,0
2010000,2,4,0
2011000,2,4,0
2012000,3,4,0
2013000,1,3,0
2014000,1,3,0
2015000,1,2,0
2016000,2,4,0
2017000,2,3,1
2018000,2,3,1
2019000,1,3,0
2020000,1,3,0
2021000,3,4,0
2022000,1,4,0
2023000,3,4,1
2024000,2,3,0
2025000,1,2,1
2026000,2,3,0
2027000,1,3,0
2028000,2,4,0
2029000,2,4,0
2030000,2,3,0
2031000,1,4,0
2032000,3,4,1
2033000,1,2,0
2034000,1,2,1
2035000,2,3,1
2036000,1,3,0
2037000,3,4,1
2038000,2,3,0
2039000,1,4,0
2040000,1,2,0
2041000,1,2,0
2042000,2,4,0
2043000,1,3,0
2044000,3,4,1
2045000,2,4,0
2046000,2,4,0
2047000,2,3,0
2048000,2,4,0
2049000,2,4,0
2050000,3,4,0
2051000,2,3,1
2052000,1,3,0
2053000,3,4,0
2054000,1,2,1
2055000,2,4,0
2056000,1,4,0
2057000,2,4,0
2058000,1,2,1
2059000,1,3,0
2060000,2,3,1
2061000,3,4,0
2062000,1,2,0
2063000,1,2,1
2064000,3,4,0
2065000,1,2,1
2066000,2,3,1
2067000,3,4,0
2068000,2,4,0
2069000,2,3,0
2070000,1,3,0
2071000,2,3,0
2072000,1,4,0
2073000,1,2,1
2074000,1,4,0
2075000,3,4,0
2076000,1,2,1
2077000,1,4,0
2078000,1,2,1
2079000,1,3,1
2080000,2,4,0
2081000,2,3,0
2082000,3,4,0
2083000,1,2,1
2084000,3,4,0
2085000,2,4,0
2086000,1,3,0
2087000,1,3,0
2088000,1,4,0
2089000,3,4,0
2090000,3,4,0
2091000,1,4,0
2092000,1,2,0
2093000,2,3,0
2094000,3,4,0
2095000,1,4,0
2096000,1,3,0
2097000,2,3,1
2098000,1,3,0
2099000,1,3,0
2100000,3,4,0
2101000,2,4,0
2102000,2,4,0
2103000,1,3,0
2104000,1,2,0
2105000,1,4,0
2106000,2,4,0
2107000,1,2,0
2108000,1,2,0
2109000,1,3,0
2110000,1,4,0
2111000,3,4,0
2112000,1,3,0
2113000,1,2,0
2114000,1,2,0
2115000,1,2,0
2116000,1,4,0
2117000,1,3,0
2118000,1,3,0
2119000,1,3,0
2120000,2,4,0
2121000,1,2,1
2122000,3,4,0
2123000,1,2,1
2124000,2,4,0
2125000,2,4,0
2126000,3,4,0
2127000,1,2,1
2128000,1,3,1
2129000,2,4,0
2130000,2,3,1
2131000,3,4,0
2132000,1,4,0
2133000,2,3,1
2134000,1,2,1
2135000,3,4,0
2136000,1,2,0
2137000,2,3,1
2138000,1,2,0
2139000,2,3,1
2140000,3,4,0
2141000,1,3,0
2142000,3,4,0
2143000,2,3,1
2144000,2,3,1
2145000,1,4,0
2146000,2,3,1
2147000,2,4,0
2148000,1,3,0
2149000,2,3,0
2150000,2,4,0
2151000,1,4,0
2152000,1,2,1
2153000,2,4,0
2154000,2,3,1
2155000,1,3,1
2156000,2,3,1
2157000,3,4,0
2158000,1,3,0
2159000,1,3,0
2160000,1,3,0
2161000,2,3,0
2162000,2,4,0
2163000,2,3,1
2164000,1,3,0
2165000,2,3,1
2166000,1,4,0
2167000,1,4,0
2168000,3,4,1
2169000,2,4,0
2170000,1,4,0
2171000,1,2,1
2172000,1,4,0
2173000,1,4,0
2174000,2,3,0
2175000,3,4,1
2176000,2,4,0
2177000,2,3,1
2178000,1,4,0
2179000,1,3,0
2180000,2,4,0
2181000,1,2,1
2182000,2,3,0
2183000,2,3,1
2184000,1,3,0
2185000,1,3,1
2186000,1,3,1
2187000,2,3,1
2188000,2,4,0
2189000,3,4,0
2190000,1,3,0
2191000,2,3,0
2192000,2,3,0
2193000,2,3,0
2194000,3,4,0
2195000,2,4,0
2196000,2,3,0
2197000,3,4,0
2198000,1,2,1
2199000,3,4,0
2200000,1,4,0
2201000,3,4,0
2202000,2,3,1
2203000,1,3,0
2204000,1,2,1
2205000,2,3,0
2206000,2,4,0
2207000,3,4,0
2208000,1,2,1
2209000,1,4,0
2210000,1,3,0
2211000,1,4,0
2212000,3,4,0
2213000,2,3,1
2214000,1,2,0
2215000,2,4,0
2216000,1,3,0
2217000,2,4,0
2218000,1,3,0
2219000,2,4,0
2220000,1,2,0
2221000,1,3,0
2222000,2,4,0
2223000,3,4,0
2224000,2,4,0
2225000,1,3,0
2226000,2,4,0
2227000,1,4,0
2228000,1,3,0
2229000,1,4,0
2230000,1,3,1
2231000,1,3,1
2232000,1,4,0
2233000,1,4,0
2234000,1,4,0
2235000,3,4,0
2236000,1,3,0
2237000,1,4,0
2238000,3,4,0
2239000,2,3,0
2240000,1,2,1
2241000,1,3,0
2242000,3,4,0
2243000,1,4,0
2244000,3,4,0
2245000,2,3,0
2246000,2,3,0
2247000,2,3,1
2248000,3,4,0
2249000,1,3,0
2250000,2,4,0
2251000,1,2,1
2252000,3,4,0
2253000,1,2,1
2254000,1,2,0
2255000,1,2,0
2256000,1,4,0
2257000,1,2,0
2258000,1,4,0
2259000,1,4,0
2260000,1,3,0
2261000,1,4,0
2262000,1,4,0
2263000,2,3,1
2264000,2,4,0
2265000,2,4,0
2266000,2,3,0
2267000,1,2,1
2268000,1,3,0
2269000,1,4,0
2270000,2,4,0
2271000,1,4,0
2272000,2,3,0
2273000,3,4,0
2274000,1,4,0
2275000,2,3,1
2276000,2,3,1
2277000,1,4,0
2278000,3,4,0
2279000,1,4,0
2280000,1,2,0
2281000,3,4,0
2282000,3,4,0
2283000,2,3,0
2284000,2,3,0
2285000,3,4,0
2286000,1,4,0
2287000,1,2,1
2288000,1,3,0
2289000,2,3,0
2290000,3,4,0
2291000,2,3,0
2292000,2,4,0
2293000,2,3,0
2294000,2,3,0
2295000,3,4,0
2296000,2,4,0
2297000,1,4,0
2298000,1,3,0
2299000,1,3,0
2300000,1,4,0
2301000,1,2,0
2302000,1,3,0
2303000,3,4,0
2304000,1,2,1
2305000,1,3,0
2306000,1,2,1
2307000,1,2,0
2308000,2,3,1
2309000,2,3,1
2310000,1,3,0
2311000,3,4,1
2312000,1,2,1
2313000,2,4,0
2314000,1,2,1
2315000,2,3,0
2316000,3,4,0
2317000,1,3,0
2318000,2,4,0
2319000,1,3,0
2320000,2,4,0
2321000,1,4,0
2322000,1,2,1
2323000,1,3,0
2324000,2,4,0
2325000,1,4,0
2326000,1,4,0
2327000,2,4,0
2328000,1,3,0
2329000,3,4,1
2330000,1,4,0
2331000,1,4,0
2332000,3,4,0
2333000,2,3,0
2334000,1,2,0
2335000,1,2,0
2336000,2,4,0
2337000,2,4,0
2338000,2,3,0
2339000,1,4,0
2340000,1,3,0
2341000,2,3,0
2342000,3,4,0
2343000,1,2,1
2344000,2,3,0
2345000,2,3,0
2346000,2,3,0
2347000,1,3,0
2348000,1,3,0
2349000,1,2,1
2350000,1,3,0
2351000,1,4,0
2352000,1,4,0
2353000,2,3,1
2354000,1,4,0
2355000,1,2,0
2356000,1,4,0
2357000,1,4,0
2358000,1,2,0
2359000,2,3,0
2360000,3,4,0
2361000,2,4,0
2362000,1,4,0
2363000,2,4,0
2364000,3,4,0
2365000,2,3,0
2366000,1,2,1
2367000,1,4,0
2368000,1,4,0
2369000,1,4,0
2370000,2,4,0
2371000,3,4,1
2372000,3,4,1
2373000,1,4,0
2374000,2,4,0
2375000,2,4,0
2376000,1,2,1
2377000,2,4,0
2378000,3,4,0
2379000,1,2,1
2380000,3,4,0
2381000,1,3,0
2382000,2,4,0
2383000,3,4,0
2384000,2,3,0
2385000,1,3,0
2386000,1,3,0
2387000,3,4,0
2388000,1,2,1
2389000,3,4,0
2390000,1,3,0
2391000,1,2,0
2392000,2,3,0
2393000,1,4,0
2394000,1,2,0
2395000,3,4,0
2396000,1,2,0
2397000,2,4,0
2398000,1,4,0
2399000,1,3,0
2400000,2,3,1
2401000,2,3,1
2402000,2,4,0
2403000,1,2,1
2404000,1,4,0
2405000,1,2,1
2406000,1,3,0
2407000,1,3,0
2408000,1,4,0
2409000,1,3,0
2410000,2,3,0
2411000,3,4,0
2412000,3,4,1
2413000,1,4,0
2414000,3,4,1
2415000,1,2,0
2416000,1,3,0
2417000,2,3,0
2418000,2,4,0
2419000,1,4,0
2420000,1,4,0
2421000,3,4,1
2422000,1,3,0
2423000,1,3,0
2424000,2,4,0
2425000,1,3,0
2426000,1,3,0
2427000,3,4,1
2428000,3,4,0
2429000,2,4,1
2430000,2,3,0
2431000,1,2,0
2432000,1,4,0
2433000,1,4,0
2434000,1,3,0
2435000,3,4,0
2436000,1,4,0
2437000,1,2,1
2438000,2,4,0
2439000,2,4,0
2440000,1,2,1
2441000,1,4,0
2442000,2,4,1
2443000,1,3,0
2444000,1,2,0
2445000,2,4,0
2446000,1,2,1
2447000,1,2,1
2448000,1,4,0
2449000,2,3,0
2450000,1,3,0
2451000,3,4,1
2452000,1,3,0
2453000,1,3,0
2454000,3,4,1
2455000,3,4,1
2456000,1,3,0
2457000,1,4,0
2458000,3,4,1
2459000,1,4,0
2460000,1,4,0
2461000,1,2,1
2462000,2,3,0
2463000,3,4,0
2464000,1,3,0
2465000,2,4,0
2466000,1,4,0
2467000,1,4,0
2468000,2,3,1
2469000,1,2,1
2470000,1,2,1
2471000,1,2,1
2472000,2,3,0
2473000,3,4,0
2474000,1,3,0
2475000,3,4,0
2476000,1,4,0
2477000,1,4,0
2478000,1,2,0
2479000,2,3,0
2480000,3,4,0
2481000,2,4,0
2482000,1,2,1
2483000,2,4,0
2484000,1,3,0
2485000,1,3,0
2486000,1,4,0
2487000,2,4,0
2488000,1,4,0
2489000,1,4,0
2490000,1,3,0
2491000,1,2,1
2492000,2,3,0
2493000,3,4,0
2494000,1,4,0
2495000,1,4,0
2496000,1,2,0
2497000,2,4,0
2498000,1,4,0
2499000,1,3,0
2500000,2,3,1
2501000,1,4,0
2502000,2,4,0
2503000,2,3,1
2504000,1,3,0
2505000,1,3,0
2506000,3,4,0
2507000,1,3,0
2508000,1,3,0
2509000,2,4,0
2510000,3,4,0
2511000,2,3,0
2512000,1,4,0
2513000,2,4,0
2514000,1,3,0
2515000,3,4,0
2516000,2,3,1
2517000,1,2,1
2518000,3,4,0
2519000,1,4,0
2520000,1,2,1
2521000,1,2,1
2522000,1,4,0
2523000,1,4,0
2524000,2,3,0
2525000,1,2,1
2526000,3,4,0
2527000,2,4,0
2528000,2,4,0
2529000,1,3,0
2530000,1,4,0
2531000,2,3,1
2532000,2,3,0
2533000,2,3,1
2534000,1,4,0
2535000,2,4,0
2536000,2,3,1
2537000,1,3,0
2538000,1,4,0
2539000,3,4,0
2540000,2,3,1
2541000,2,3,1
2542000,2,3,1
2543000,3,4,0
2544000,2,4,0
2545000,1,3,0
2546000,1,2,0
2547000,1,2,0
2548000,1,3,0
2549000,1,4,0
2550000,2,4,0
2551000,2,3,0
2552000,3,4,0
2553000,2,3,1
2554000,1,2,0
2555000,2,4,0
2556000,1,4,0
2557000,1,2,0
2558000,2,3,1
2559000,1,4,0
2560000,1,2,0
2561000,2,3,1
2562000,1,4,0
2563000,1,4,0
2564000,1,4,0
2565000,3,4,0
2566000,1,2,0
2567000,1,4,0
2568000,2,3,1
2569000,2,4,0
2570000,1,2,0
2571000,2,4,0
2572000,2,3,0
2573000,2,4,0
2574000,1,4,0
2575000,1,3,0
2576000,2,3,0
2577000,2,3,0
2578000,3,4,0
2579000,3,4,1
2580000,1,2,1
2581000,1,2,1
2582000,1,4,0
2583000,1,2,0
2584000,2,4,0
2585000,1,2,0
2586000,2,3,1
2587000,1,3,0
2588000,1,3,0
2589000,2,3,1
2590000,2,3,1
2591000,1,2,0
2592000,1,3,0
2593000,2,3,1
2594000,3,4,0
2595000,3,4,1
2596000,2,3,0
2597000,2,3,0
2598000,2,3,0
2599000,2,3,0
2600000,2,3,0
2601000,1,4,0
2602000,2,3,1
2603000,2,3,0
2604000,1,4,0
2605000,2,3,0
2606000,2,3,0
2607000,2,3,0
2608000,1,3,0
2609000,3,4,1
2610000,1,3,0
2611000,1,4,0
2612000,1,2,0
2613000,2,4,0
2614000,2,3,0
2615000,1,2,0
2616000,2,4,0
2617000,1,4,0
2618000,1,3,0
2619000,1,3,0
2620000,1,3,0
2621000,2,3,1
2622000,3,4,0
2623000,3,4,0
2624000,1,2,0
2625000,1,2,1
2626000,2,4,0
2627000,1,2,1
2628000,3,4,0
2629000,3,4,0
2630000,1,2,1
2631000,1,3,0
2632000,1,2,1
2633000,1,3,0
2634000,1,3,0
2635000,1,4,0
2636000,2,4,0
2637000,2,3,0
2638000,3,4,0
2639000,1,3,0
2640000,2,3,0
2641000,1,3,0
2642000,1,4,0
2643000,1,2,1
2644000,2,3,0
2645000,2,4,0
2646000,1,2,1
2647000,1,3,0
2648000,1,4,0
2649000,2,3,0
2650000,1,2,0
2651000,2,4,0
2652000,3,4,0
2653000,1,4,0
2654000,2,3,1
2655000,2,3,1
2656000,2,3,1
2657000,1,3,1
2658000,1,4,0
2659000,1,4,0
2660000,2,4,1
2661000,1,3,1
2662000,2,4,1
2663000,1,2,1
2664000,1,4,0
2665000,1,3,1
2666000,2,4,0
2667000,2,3,1
2668000,2,4,0
2669000,2,4,1
2670000,3,4,1
2671000,2,4,0
2672000,3,4,1
2673000,3,4,1
2674000,2,3,0
2675000,2,3,1
2676000,2,3,1
2677000,1,2,0
2678000,1,3,0
2679000,2,3,0
2680000,3,4,0
2681000,1,4,0
2682000,1,4,0
2683000,3,4,0
2684000,2,4,0
2685000,1,3,0
2686000,3,4,0
2687000,1,2,1
2688000,3,4,1
2689000,1,4,0
2690000,1,4,0
2691000,2,4,0
2692000,1,4,0
2693000,1,4,0
2694000,3,4,0
2695000,1,4,0
2696000,1,3,0
2697000,1,3,0
2698000,1,4,0
2699000,1,2,0
2700000,3,4,0
2701000,2,4,0
2702000,1,3,0
2703000,3,4,0
2704000,3,4,0
2705000,1,4,0
2706000,2,3,1
2707000,2,3,0
2708000,1,2,1
2709000,1,4,0
2710000,1,2,1
2711000,1,4,0
2712000,1,2,1
2713000,1,2,1
2714000,2,3,0
2715000,2,4,0
2716000,3,4,0
2717000,1,4,0
2718000,2,4,0
2719000,2,3,1
2720000,1,4,0
2721000,1,3,0
2722000,1,3,0
2723000,1,4,0
2724000,3,4,0
2725000,1,4,0
2726000,1,2,1
2727000,1,3,0
2728000,1,2,1
2729000,3,4,0
2730000,2,4,0
2731000,2,3,1
2732000,3,4,0
2733000,1,3,1
2734000,1,4,0
2735000,2,4,0
2736000,3,4,0
2737000,2,3,1
2738000,3,4,0
2739000,2,3,1
2740000,3,4,0
2741000,2,4,0
2742000,3,4,0
2743000,2,3,1
2744000,2,3,1
2745000,1,4,0
2746000,2,3,1
2747000,2,3,1
2748000,2,3,1
2749000,1,4,0
2750000,2,3,1
2751000,2,3,0
2752000,2,3,1
2753000,2,4,0
2754000,1,3,0
2755000,1,3,0
2756000,1,2,0
2757000,1,2,0
2758000,3,4,1
2759000,1,3,0
2760000,1,3,0
2761000,2,4,0
2762000,1,2,1
2763000,1,3,0
2764000,2,3,0
2765000,1,3,0
2766000,3,4,1
2767000,1,3,0
2768000,2,4,0
2769000,1,3,0
2770000,3,4,1
2771000,1,4,0
2772000,2,4,0
2773000,1,4,0
2774000,1,4,0
2775000,1,4,0
2776000,2,4,0
2777000,1,3,0
2778000,1,4,0
2779000,1,2,0
2780000,2,4,0
2781000,2,4,0
2782000,1,4,0
2783000,2,3,1
2784000,2,4,0
2785000,1,2,1
2786000,1,2,1
2787000,1,3,1
2788000,2,3,1
2789000,3,4,0
2790000,3,4,0
2791000,1,2,0
2792000,3,4,0
2793000,3,4,0
2794000,1,4,0
2795000,3,4,0
2796000,2,3,1
2797000,2,4,0
2798000,2,3,1
2799000,2,3,1
2800000,2,4,0
2801000,1,2,0
2802000,1,2,1
2803000,1,4,0
2804000,2,3,1
2805000,2,3,1
2806000,1,3,0
2807000,1,2,0
2808000,3,4,0
2809000,2,4,0
2810000,1,2,0
2811000,1,4,0
2812000,1,2,0
2813000,2,3,1
2814000,1,2,0
2815000,1,4,0
2816000,1,2,1
2817000,3,4,0
2818000,1,4,0
2819000,1,3,1
2820000,1,2,1
2821000,1,3,1
2822000,3,4,0
2823000,2,3,0
2824000,2,3,1
2825000,2,4,0
2826000,1,3,1
2827000,1,3,0
2828000,2,4,0
2829000,2,3,1
2830000,1,2,1
2831000,2,3,1
2832000,3,4,0
2833000,3,4,0
2834000,1,2,1
2835000,1,4,0
2836000,1,4,0
2837000,2,4,0
2838000,2,4,0
2839000,3,4,0
2840000,1,3,0
2841000,3,4,0
2842000,1,2,1
2843000,1,3,0
2844000,1,3,0
2845000,2,3,0
2846000,1,3,0
2847000,2,4,0
2848000,2,3,0
2849000,2,3,0
2850000,1,3,0
2851000,1,3,0
2852000,1,3,1
2853000,3,4,0
2854000,2,4,0
2855000,1,2,1
2856000,3,4,0
2857000,2,4,0
2858000,2,4,0
2859000,1,3,0
2860000,1,4,0
2861000,2,4,0
2862000,2,3,1
2863000,1,3,0
2864000,1,4,0
2865000,3,4,0
2866000,2,3,0
2867000,1,4,0
2868000,2,4,0
2869000,3,4,0
2870000,1,2,1
2871000,1,2,0
2872000,1,4,0
2873000,1,4,0
2874000,1,4,0
2875000,2,4,0
2876000,3,4,1
2877000,1,4,0
2878000,2,3,0
2879000,1,3,0
2880000,3,4,0
2881000,1,3,0
2882000,2,4,0
2883000,1,3,0
2884000,1,3,0
2885000,2,4,0
2886000,2,4,0
2887000,3,4,0
2888000,2,3,0
2889000,1,3,0
2890000,3,4,0
2891000,3,4,0
2892000,2,4,0
2893000,2,4,0
